report_date,game,team,batter,opponent_pitcher,hr_prob_pct,tb2_prob_pct,fair_hr_american,fair_2tb_american,market_hr_american,edge_hr_pct,market_tb_line,market_tb_over_american,edge_tb_pct,recent_form_score,bvp_pa,tier,hr_tier,tb2_tier,recommended_prop,recommended_tier,hr_market_status,tb2_market_status,data_confidence,market_data_status,scoring_status
2026-04-19,CWS@ATH,ATH,Nick Kurtz,Noah Schultz,,,,,NA,,,,,0.687,2,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-19,CWS@ATH,ATH,Andy Ibáñez,Noah Schultz,,,,,NA,,,,,0.180,2,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-19,CWS@ATH,ATH,Max Muncy,Noah Schultz,,,,,NA,,,,,0.459,2,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-19,CWS@ATH,ATH,Tyler Soderstrom,Noah Schultz,,,,,NA,,,,,0.510,2,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-19,CWS@ATH,ATH,Darell Hernaiz,Noah Schultz,,,,,NA,,,,,0.334,2,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-19,CWS@ATH,ATH,Denzel Clarke,Noah Schultz,,,,,NA,,,,,0.274,2,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-19,CWS@ATH,ATH,Zack Gelof,Noah Schultz,,,,,NA,,,,,0.228,2,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-19,SD@LAA,SD,Ramón Laureano,Walbert Urena,,,,,NA,,,,,0.618,3,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-19,SD@LAA,SD,Fernando Tatis Jr.,Walbert Urena,,,,,NA,,,,,0.427,1,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-19,SD@LAA,SD,Jackson Merrill,Walbert Urena,,,,,NA,,,,,0.551,3,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-19,SD@LAA,SD,Manny Machado,Walbert Urena,,,,,NA,,,,,0.463,3,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-19,SD@LAA,SD,Xander Bogaerts,Walbert Urena,,,,,NA,,,,,0.754,3,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-19,SD@LAA,SD,Gavin Sheets,Walbert Urena,,,,,NA,,,,,0.619,3,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-19,SD@LAA,SD,Miguel Andujar,Walbert Urena,,,,,NA,,,,,0.604,0,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-19,SD@LAA,SD,Luis Campusano,Walbert Urena,,,,,NA,,,,,0.745,0,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-19,SD@LAA,SD,Bryce Johnson,Walbert Urena,,,,,NA,,,,,0.228,1,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-19,SD@LAA,LAA,Zach Neto,Michael King,,,,,NA,,,,,0.565,8,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-19,SD@LAA,LAA,Mike Trout,Michael King,,,,,NA,,,,,0.828,3,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-19,SD@LAA,LAA,Nolan Schanuel,Michael King,,,,,NA,,,,,0.312,4,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-19,SD@LAA,LAA,Jorge Soler,Michael King,,,,,NA,,,,,0.934,13,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-19,SD@LAA,LAA,Yoán Moncada,Michael King,,,,,NA,,,,,0.608,9,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-19,SD@LAA,LAA,Jo Adell,Michael King,,,,,NA,,,,,0.664,2,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-19,SD@LAA,LAA,Josh Lowe,Michael King,,,,,NA,,,,,0.536,5,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-19,SD@LAA,LAA,Travis d'Arnaud,Michael King,,,,,NA,,,,,0.182,6,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-19,SD@LAA,LAA,Adam Frazier,Michael King,,,,,NA,,,,,0.683,9,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-19,TEX@SEA,TEX,Brandon Nimmo,Bryan Woo,,,,,NA,,,,,0.611,118,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-19,TEX@SEA,TEX,Corey Seager,Bryan Woo,,,,,NA,,,,,0.487,118,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-19,TEX@SEA,TEX,Wyatt Langford,Bryan Woo,,,,,NA,,,,,0.551,118,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-19,TEX@SEA,TEX,Jake Burger,Bryan Woo,,,,,NA,,,,,0.533,118,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-19,TEX@SEA,TEX,Joc Pederson,Bryan Woo,,,,,NA,,,,,0.639,118,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-19,TEX@SEA,TEX,Josh Jung,Bryan Woo,,,,,NA,,,,,0.918,118,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-19,TEX@SEA,TEX,Evan Carter,Bryan Woo,,,,,NA,,,,,0.408,118,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-19,TEX@SEA,TEX,Josh Smith,Bryan Woo,,,,,NA,,,,,0.317,118,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-19,TEX@SEA,TEX,Danny Jansen,Bryan Woo,,,,,NA,,,,,0.337,118,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-19,TEX@SEA,SEA,Rob Refsnyder,MacKenzie Gore,,,,,NA,,,,,0.180,76,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-19,TEX@SEA,SEA,Cal Raleigh,MacKenzie Gore,,,,,NA,,,,,0.428,76,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-19,TEX@SEA,SEA,Julio Rodríguez,MacKenzie Gore,,,,,NA,,,,,0.470,76,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-19,TEX@SEA,SEA,Randy Arozarena,MacKenzie Gore,,,,,NA,,,,,0.497,76,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-19,TEX@SEA,SEA,Mitch Garver,MacKenzie Gore,,,,,NA,,,,,0.187,76,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-19,TEX@SEA,SEA,Connor Joe,MacKenzie Gore,,,,,NA,,,,,0.180,76,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-19,TEX@SEA,SEA,J.P. Crawford,MacKenzie Gore,,,,,NA,,,,,0.371,76,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-19,TEX@SEA,SEA,Cole Young,MacKenzie Gore,,,,,NA,,,,,0.414,76,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-19,TEX@SEA,SEA,Leo Rivas,MacKenzie Gore,,,,,NA,,,,,0.296,76,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-19,TOR@AZ,TOR,Nathan Lukes,Ryne Nelson,,,,,NA,,,,,0.189,2,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-19,TOR@AZ,TOR,Ernie Clement,Ryne Nelson,,,,,NA,,,,,0.472,6,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-19,TOR@AZ,TOR,Vladimir Guerrero Jr.,Ryne Nelson,,,,,NA,,,,,0.528,9,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-19,TOR@AZ,TOR,Jesús Sánchez,Ryne Nelson,,,,,NA,,,,,0.443,3,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-19,TOR@AZ,TOR,Eloy Jiménez,Ryne Nelson,,,,,NA,,,,,0.445,3,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-19,TOR@AZ,TOR,Andrés Giménez,Ryne Nelson,,,,,NA,,,,,0.478,3,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-19,TOR@AZ,TOR,Kazuma Okamoto,Ryne Nelson,,,,,NA,,,,,0.238,1,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-19,TOR@AZ,TOR,Myles Straw,Ryne Nelson,,,,,NA,,,,,0.699,1,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-19,TOR@AZ,TOR,Brandon Valenzuela,Ryne Nelson,,,,,NA,,,,,0.390,1,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-19,TOR@AZ,AZ,Ketel Marte,Kevin Gausman,,,,,NA,,,,,0.634,30,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-19,TOR@AZ,AZ,Corbin Carroll,Kevin Gausman,,,,,NA,,,,,0.754,2,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-19,TOR@AZ,AZ,Jose Fernandez,Kevin Gausman,,,,,NA,,,,,0.410,3,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-19,TOR@AZ,AZ,Lourdes Gurriel Jr.,Kevin Gausman,,,,,NA,,,,,0.180,6,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-19,TOR@AZ,AZ,Adrian Del Castillo,Kevin Gausman,,,,,NA,,,,,0.669,3,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-19,TOR@AZ,AZ,Ildemaro Vargas,Kevin Gausman,,,,,NA,,,,,0.646,6,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-19,TOR@AZ,AZ,Nolan Arenado,Kevin Gausman,,,,,NA,,,,,0.582,24,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-19,TOR@AZ,AZ,James McCann,Kevin Gausman,,,,,NA,,,,,0.483,18,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-19,TOR@AZ,AZ,Alek Thomas,Kevin Gausman,,,,,NA,,,,,0.321,4,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-19,DET@BOS,DET,Jahmai Jones,Garrett Crochet,,,,,NA,,,,,0.295,3,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-19,DET@BOS,DET,Gleyber Torres,Garrett Crochet,,,,,NA,,1.5,150,,0.335,4,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,DET@BOS,DET,Matt Vierling,Garrett Crochet,,,,,NA,,1.5,250,,0.315,10,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,DET@BOS,DET,Dillon Dingler,Garrett Crochet,,,,,NA,,1.5,150,,0.589,3,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,DET@BOS,DET,Riley Greene,Garrett Crochet,,,,,NA,,1.5,150,,0.522,10,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,DET@BOS,DET,Wenceel Pérez,Garrett Crochet,,,,,NA,,1.5,50,,0.239,5,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,DET@BOS,DET,Spencer Torkelson,Garrett Crochet,,,,,NA,,1.5,50,,0.413,9,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,DET@BOS,DET,Hao-Yu  Lee,Garrett Crochet,,,,,NA,,1.5,150,,0.180,2,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,DET@BOS,DET,Javier Báez,Garrett Crochet,,,,,NA,,1.5,50,,0.599,7,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,DET@BOS,BOS,Roman Anthony,Framber Valdez,,,,,NA,,1.5,150,,0.380,6,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,DET@BOS,BOS,Andruw Monasterio,Framber Valdez,,,,,NA,,,,,0.491,0,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-19,DET@BOS,BOS,Willson Contreras,Framber Valdez,,,,,NA,,1.5,150,,0.735,9,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,DET@BOS,BOS,Trevor Story,Framber Valdez,,,,,NA,,1.5,150,,0.445,9,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,DET@BOS,BOS,Wilyer Abreu,Framber Valdez,,,,,NA,,1.5,150,,0.402,6,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,DET@BOS,BOS,Ceddanne Rafaela,Framber Valdez,,,,,NA,,1.5,150,,0.457,8,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,DET@BOS,BOS,Caleb Durbin,Framber Valdez,,,,,NA,,1.5,250,,0.334,4,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,DET@BOS,BOS,Carlos Narváez,Framber Valdez,,,,,NA,,1.5,200,,0.180,2,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-19,DET@BOS,BOS,Isiah Kiner-Falefa,Framber Valdez,,,,,NA,,,,,0.307,20,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-19,ATL@PHI,ATL,Ronald Acuña Jr.,Andrew Painter,,,,,NA,,,,,0.584,0,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-19,ATL@PHI,ATL,Drake Baldwin,Andrew Painter,,,,,NA,,,,,0.652,0,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-19,ATL@PHI,ATL,Matt Olson,Andrew Painter,,,,,NA,,,,,0.732,2,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-19,ATL@PHI,ATL,Austin Riley,Andrew Painter,,,,,NA,,,,,0.685,0,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-19,ATL@PHI,ATL,Ozzie Albies,Andrew Painter,,,,,NA,,,,,0.534,0,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-19,ATL@PHI,ATL,Mike Yastrzemski,Andrew Painter,,,,,NA,,,,,0.269,0,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-19,ATL@PHI,ATL,Dominic Smith,Andrew Painter,,,,,NA,,,,,0.821,0,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-19,ATL@PHI,ATL,Mauricio Dubón,Andrew Painter,,,,,NA,,,,,0.560,0,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-19,ATL@PHI,ATL,Michael Harris II,Andrew Painter,,,,,NA,,,,,0.639,0,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-19,ATL@PHI,PHI,Trea Turner,Grant Holmes,,,,,NA,,,,,0.491,5,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-19,ATL@PHI,PHI,Kyle Schwarber,Grant Holmes,,,,,NA,,,,,0.601,6,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-19,ATL@PHI,PHI,Bryce Harper,Grant Holmes,,,,,NA,,,,,0.785,4,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-19,ATL@PHI,PHI,Adolis García,Grant Holmes,,,,,NA,,,,,0.407,4,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-19,ATL@PHI,PHI,Brandon Marsh,Grant Holmes,,,,,NA,,,,,0.481,6,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-19,ATL@PHI,PHI,Alec Bohm,Grant Holmes,,,,,NA,,,,,0.180,3,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-19,ATL@PHI,PHI,Bryson Stott,Grant Holmes,,,,,NA,,,,,0.220,6,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-19,ATL@PHI,PHI,Rafael Marchán,Grant Holmes,,,,,NA,,,,,0.180,2,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-19,ATL@PHI,PHI,Justin Crawford,Grant Holmes,,,,,NA,,,,,0.469,2,,,,,,not_scored,not_scored,Display only,none,not_scored
